actor_id,action_id,target_id,article_id,condition_ids,relation,status,article_ref,quality_score,risk_score,priority,source_version,extraction_date,cleaning_date
1f4165f98290,f9d747b17dc3,9af149fb6aaf,3b6d9797a42f,,MUST,obligation,1438-2 du code général des impôts,8,48,high,2024,2026-04-13,2026-04-13
e3044c405d15,41720909457e,2fff93b62690,37026d2d99f9,,MUST,obligation,article l. 214-1 du code général de la propriété des personnes publiques,7,47,medium,2024,2026-04-13,2026-04-13
437cfbff8f38,1295fa2dceef,a50f19e56181,0db8a03de827,,MUST,obligation,341-1 du code de l'urbanisme,7,47,medium,2024,2026-04-13,2026-04-13
33884bd2e24e,c71884e711bf,c1eb42e68577,4c77992d9436,,MUST,obligation,article 1624 du code civil,7,47,medium,2024,2026-04-13,2026-04-13
1f4165f98290,c652808116ae,d58170129d6f,693b08bdd76e,55de4d0d9e0c,MUST,obligation,1627-3 du code civil,9,46,high,2024,2026-04-13,2026-04-13
81d49ee9c05b,2e603a3606d4,77f14ef9e993,33f5db23ed82,,MUST,obligation,341-2 du code de l'urbanisme,6,46,medium,2024,2026-04-13,2026-04-13
1f4165f98290,f9d747b17dc3,80e8e587ed67,91e73c577c78,23cd01afa4db,MUST,obligation,1430 du code civil,9,46,high,2024,2026-04-13,2026-04-13
1f4165f98290,8834c0583de7,80e8e587ed67,91e73c577c78,23cd01afa4db,MUST,obligation,1430 du code civil,9,46,high,2024,2026-04-13,2026-04-13
1f4165f98290,c8e553e116d3,5f1bcae08ef3,e2a188618328,23cd01afa4db,MUST,obligation,1432 du code civil,9,46,high,2024,2026-04-13,2026-04-13
1f4165f98290,0a6c66e690e4,f27d0d64fb94,2bfb9e1625e9,bb3ec2946c26,MUST,obligation,article 132-4 du code de l'urbanisme,9,46,high,2024,2026-04-13,2026-04-13
1f4165f98290,a306dab3db04,80e8e587ed67,1450c92b3a51,8f529d73178a,MUST,obligation,1432-1 du code civil,9,46,high,2024,2026-04-13,2026-04-13
1f4165f98290,0555b3b8ec99,7c508cb7bf0c,5d00c2de55f6,0fa74b8e1f5f,MUST,obligation,1325 du code civil,9,46,high,2024,2026-04-13,2026-04-13
1f4165f98290,d922d7b80c00,b4133c4749df,ccca52d1059d,30a000ddd499,MUST,obligation,article l123-1 du code de l'énergie,9,46,high,2024,2026-04-13,2026-04-13
1f4165f98290,cd4f9b056ec8,80e8e587ed67,1ef121a28640,f9bbb3cff050,MUST,obligation,1321-1 du code civil,8,45,high,2024,2026-04-13,2026-04-13
697175652917,38bf4f0b5d5c,30ea5b27286c,f536f3d753d3,a203d130f483,MUST,obligation,article 527 du code de procedure civile,8,45,high,2024,2026-04-13,2026-04-13
f910755f3bbd,1295fa2dceef,ce668171876b,82165d81f55e,4b549fbedff2,MUST,obligation,article 40-1 du code de l'urbanisme,8,45,high,2024,2026-04-13,2026-04-13
f910755f3bbd,1d3fec964380,3b014e9a4064,c79c984a79a6,02a86f181715,MUST,obligation,article 40-3 du code de l'urbanisme,8,45,high,2024,2026-04-13,2026-04-13
437cfbff8f38,1295fa2dceef,b2294d11de47,e157bb794722,36bda9ea0e77,MUST,obligation,article 438 du code de l'urbanisme,8,45,high,2024,2026-04-13,2026-04-13
437cfbff8f38,1295fa2dceef,49d45736d365,b98bcfd67998,4b549fbedff2,MUST,obligation,article 162-1 du code de l'urbanisme,8,45,high,2024,2026-04-13,2026-04-13
1f4165f98290,cd4f9b056ec8,7c508cb7bf0c,e72fc139566a,8d0e17b2fb3f,MUST,obligation,1324 du code civil,8,45,high,2024,2026-04-13,2026-04-13
1f4165f98290,8834c0583de7,d681b6ce31a8,51e54d387fd0,2f24dcc67913|aaaddf2b88d2,MUST,obligation,1328 du code civil,9,43,high,2024,2026-04-13,2026-04-13
25faee667bb6,1295fa2dceef,35fe5891f8cd,0c39eb1ea60a,7e0a18355a28|cdfa20f9d5b7,MUST,obligation,article l. 123-1 du code de l'urbanisme,8,42,high,2024,2026-04-13,2026-04-13
b892928ac16e,5dcbd5f05ccf,b6dc0400b817,e60379466059,,MUST,obligation,article l. 321-10 du code de l'environnement,8,40,high,2024,2026-04-13,2026-04-13
b892928ac16e,1d154545d196,56552e735fc6,7db68e86004a,,MUST,obligation,article 226-1 du code de procédure civile,7,39,medium,2024,2026-04-13,2026-04-13
b892928ac16e,e63a60ca2d10,9636d7dbaff9,f10e22b2de72,21dcba4bd361,MUST,obligation,article 1323 du code civil,8,37,high,2024,2026-04-13,2026-04-13
dace5f0f06d4,685e8ea4590a,266ec2be7af2,bdb0e0bfe4fe,,CAN,permis,article 1378 du code civil,8,20,high,2024,2026-04-13,2026-04-13
dace5f0f06d4,c6a364828b15,80ef2550e492,ba1baa7bcc9b,,CAN,permis,1459 du code civil,8,20,high,2024,2026-04-13,2026-04-13
dace5f0f06d4,c652808116ae,022642458458,06b90fa5b9a4,,CAN,permis,"code de l'urbanisme, article l.123-25",8,20,high,2024,2026-04-13,2026-04-13
dace5f0f06d4,cfddecfcb2ba,f531c4c1e0d3,027d4f1e93a2,3cd6cc28617e,CAN,permis,loi du patrimoine,9,18,high,2024,2026-04-13,2026-04-13
dace5f0f06d4,d5b7f7d3f34b,33badecf119c,b0dd298afd8f,ecd300942f67,CAN,permis,article l.442-6 du code rural,9,18,high,2024,2026-04-13,2026-04-13
1f4165f98290,6b05c5993119,d20ee1f2c06c,d41d8cd98f00,,CAN,permis,,7,17,medium,2024,2026-04-13,2026-04-13
f5306c3a951e,b8e41c9506bf,68c59a4fab18,2b2597fc07f7,f4fabf36d957,CAN,permis,l432-5 code du droit des contrats,9,17,high,2024,2026-04-13,2026-04-13
1f4165f98290,257a9504eea4,80e8e587ed67,3ed9f2933978,4d57174bca84,CAN,permis,1469 du code civil,9,16,high,2024,2026-04-13,2026-04-13
1f4165f98290,5199d112b9b2,80e8e587ed67,0202494f969f,4d57174bca84,CAN,permis,1476 du code civil,9,16,high,2024,2026-04-13,2026-04-13
2a0b3899ad5d,688637dcc198,,7c929585694e,,CAN,permis,article r.132-1 du code de l'urbanisme,6,16,medium,2024,2026-04-13,2026-04-13
1f4165f98290,6f169c719e38,7c508cb7bf0c,82ab41bbcbc5,d8d05b64ad52,CAN,permis,1439-1 code civil,9,16,high,2024,2026-04-13,2026-04-13
1f4165f98290,8834c0583de7,7c508cb7bf0c,390e12789825,efe6ccfb87fa,CAN,permis,1440 code civil,9,16,high,2024,2026-04-13,2026-04-13
1f4165f98290,e286a60c0e67,8fc0cdeda179,b76e1d6de221,d8d05b64ad52,CAN,permis,1324-1 code civil,9,16,high,2024,2026-04-13,2026-04-13
1f4165f98290,e1582c639295,1b5513ae8e83,82ab41bbcbc5,d8d05b64ad52,CAN,permis,1439-1 code civil,9,16,high,2024,2026-04-13,2026-04-13
1f4165f98290,2581c4205a66,a31364a3877c,b76e1d6de221,d8d05b64ad52,CAN,permis,1324-1 code civil,9,16,high,2024,2026-04-13,2026-04-13
437cfbff8f38,30d5cd2b1f9b,a50f19e56181,c1890b0b81e8,3df588767cc0,CAN,permis,article l.132-6 du code forestier,9,16,high,2024,2026-04-13,2026-04-13
6beab53b4822,38df77a6254a,7d081e37ef61,7decd5033d36,d7a7f0656567,CAN,permis,article 19 de la loi sur l'urbanisme,8,15,high,2024,2026-04-13,2026-04-13
b892928ac16e,38df77a6254a,9142e9289e48,640aa8d65eb8,f214bad57063,CAN,permis,article 208 bis du code général des impôts,8,13,high,2024,2026-04-13,2026-04-13
1f4165f98290,c71884e711bf,7c508cb7bf0c,b76e1d6de221,3c1792dafb87|02bdad743b13,CAN,permis,1324-1 code civil,9,13,high,2024,2026-04-13,2026-04-13
1f4165f98290,432618cf8438,8fc0cdeda179,b76e1d6de221,3c1792dafb87|02bdad743b13,CAN,permis,1324-1 code civil,9,13,high,2024,2026-04-13,2026-04-13
1f4165f98290,c71884e711bf,de10a8190669,08229d9a330f,bff873a6f336|1e82cbdb24d1|18ac28eceaef,CAN,permis,1327 du code civil,9,10,high,2024,2026-04-13,2026-04-13
